,011x033,032x034
ACBD5,0.387966804979253,0.37655601659751
ACOT11,0.387966804979253,0.37655601659751
ACTN2,0.387966804979253,0.37655601659751
AQP3,0.995850622406639,0.991701244813278
BIN2,0.387966804979253,0.37655601659751
BTN2A2,0.387966804979253,0.37655601659751
C1QA,0.387966804979253,0.815352697095436
CCL8,0.387966804979253,0.37655601659751
CCND1,0.909751037344398,0.951244813278008
CD274,0.387966804979253,0.37655601659751
CD83,0.83298755186722,0.37655601659751
CD9,0.961618257261411,0.906639004149378
CEACAM6,0.83298755186722,0.37655601659751
CLEC7A,0.909751037344398,0.37655601659751
CNTNAP3B,0.387966804979253,0.37655601659751
COL8A1,0.387966804979253,0.37655601659751
CTLA4,0.387966804979253,0.37655601659751
CTSW,0.387966804979253,0.37655601659751
CXADR,0.83298755186722,0.906639004149378
CXCL11,0.387966804979253,0.37655601659751
CXCL13,0.387966804979253,0.37655601659751
CXCL6,0.387966804979253,0.37655601659751
CXCL9,0.387966804979253,0.37655601659751
CYP2C18,0.387966804979253,0.37655601659751
DLL4,0.387966804979253,0.37655601659751
DNAJC6,0.387966804979253,0.37655601659751
ECSCR,0.387966804979253,0.37655601659751
EGLN3,0.387966804979253,0.815352697095436
EOMES,0.387966804979253,0.37655601659751
EPB41L3,0.387966804979253,0.37655601659751
EREG,0.387966804979253,0.37655601659751
ETV7,0.83298755186722,0.37655601659751
EZH2,0.387966804979253,0.37655601659751
FASLG,0.387966804979253,0.37655601659751
FBXO6,0.387966804979253,0.37655601659751
FCRL6,0.387966804979253,0.37655601659751
FEZ2,0.387966804979253,0.815352697095436
FUT9,0.387966804979253,0.37655601659751
GEM,0.387966804979253,0.37655601659751
GNLY,0.387966804979253,0.37655601659751
GPR171,0.387966804979253,0.37655601659751
GZMB,0.387966804979253,0.37655601659751
GZMH,0.387966804979253,0.37655601659751
HAPLN3,0.387966804979253,0.815352697095436
HMGCS2,0.387966804979253,0.37655601659751
HS3ST1,0.387966804979253,0.37655601659751
ID1,0.83298755186722,0.906639004149378
IDO1,0.387966804979253,0.37655601659751
IFNG,0.387966804979253,0.37655601659751
ITM2B,0.989626556016598,0.985477178423237
KHK,0.387966804979253,0.37655601659751
LAG3,0.387966804979253,0.37655601659751
LILRA2,0.387966804979253,0.37655601659751
LILRB3,0.387966804979253,0.37655601659751
LILRB4,0.387966804979253,0.37655601659751
LPAR1,0.387966804979253,0.37655601659751
LTA,0.387966804979253,0.37655601659751
LVRN,0.387966804979253,0.37655601659751
LY96,0.387966804979253,0.815352697095436
MAL2,0.982365145228216,0.906639004149378
MAP4K1,0.387966804979253,0.37655601659751
MAPKAPK2,0.961618257261411,0.37655601659751
MEST,0.83298755186722,0.815352697095436
MICAL2,0.387966804979253,0.906639004149378
MICB,0.387966804979253,0.37655601659751
MMP10,0.387966804979253,0.37655601659751
MYCT1,0.387966804979253,0.37655601659751
NFATC4,0.83298755186722,0.37655601659751
NUAK1,0.387966804979253,0.37655601659751
OSBPL1A,0.83298755186722,0.37655601659751
P4HB,0.941908713692946,0.815352697095436
PAQR5,0.387966804979253,0.37655601659751
PDCD1,0.387966804979253,0.37655601659751
PDE4B,0.387966804979253,0.37655601659751
PHEX,0.387966804979253,0.37655601659751
PLA2G2D,0.387966804979253,0.37655601659751
POMT1,0.83298755186722,0.37655601659751
PTHLH,0.387966804979253,0.37655601659751
RERG,0.387966804979253,0.37655601659751
RGS5,0.387966804979253,0.37655601659751
RPL14,0.991701244813278,0.989626556016598
RPL8,0.993775933609959,0.995850622406639
S1PR3,0.387966804979253,0.37655601659751
SCNM1,0.387966804979253,0.37655601659751
SDC4,0.941908713692946,0.906639004149378
SEMA3F,0.909751037344398,0.815352697095436
SERPINA3,0.387966804979253,0.37655601659751
SERPINB5,0.985477178423237,0.906639004149378
SET,0.83298755186722,0.974066390041494
SH3PXD2A,0.83298755186722,0.37655601659751
SIGLEC11,0.387966804979253,0.37655601659751
SIRPA,0.909751037344398,0.815352697095436
SIT1,0.83298755186722,0.37655601659751
SLC7A5,0.83298755186722,0.815352697095436
SNCG,0.387966804979253,0.37655601659751
SOX7,0.387966804979253,0.815352697095436
STAT1,0.976141078838174,0.987551867219917
SYPL1,0.941908713692946,0.951244813278008
TUBB2B,0.83298755186722,0.37655601659751
WFDC1,0.387966804979253,0.37655601659751
